"Product","Category","2-Day","2-Week","2-Month"
"TimeWise Luminous 3D Foundation - Medium 14","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Medium 2","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Medium 3","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Medium 4","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Medium 5","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Medium 6","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Medium 7","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Medium 8","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Medium 9","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Beige C 110","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Beige C 120","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Beige C 130","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Beige C 140","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Beige C 170","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Beige C 220","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Beige N 150","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Beige N 190","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Beige N 200","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Beige N 210","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Beige W 100","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Beige W 160","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Beige W 180","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Bronze C 160","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Bronze C 170","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Bronze C 180","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Bronze W 100","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Bronze W 110","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Bronze W 120","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Bronze W 130","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Bronze W 140","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Bronze W 150","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Deep 1","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Deep 10","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Deep 11","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Deep 12","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Deep 13","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Deep 14","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Deep 15","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Deep 2","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Deep 3","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Deep 4","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Deep 5","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Deep 6","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Deep 7","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Deep 8","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Deep 9","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Ivory C 100","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Ivory C 110","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Ivory N 140","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Ivory N 160","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Ivory W 130","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Ivory W 150","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Light 1","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Light 2","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Light 3","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Light 4","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Light 5","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Light 6","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Light 7","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Medium 1","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Medium 10","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Medium 11","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Medium 12","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Medium 13","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Medium 14","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Medium 2","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Medium 3","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Medium 4","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Medium 5","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Medium 6","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Medium 7","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Medium 8","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Matte 3D Foundation - Medium 9","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Matte 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Microdermabrasion Plus Set","skincare","Hey [Name], I wanted to check in — how are you enjoying the microdermabrasion treatment?","Hey [Name], how are you? Just checking in — the trick with a microdermabrasion treatment is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Microdermabrasion Plus Set — want me to get another one on the way before you run out?"
"TimeWise Microdermabrasion Refine","skincare","Hey [Name], I wanted to check in — how are you enjoying the microdermabrasion treatment?","Hey [Name], how are you? Just checking in — the trick with a microdermabrasion treatment is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Microdermabrasion Refine — want me to get another one on the way before you run out?"
"TimeWise Miracle Set - Combination/Oily","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Miracle Set — want me to get another one on the way before you run out?"
